676000,skip,698800
835400,mute,836950
990000,skip,1016000
1509300,mute,1510800
1702000,mute,1704000
3350000,skip,3373000
4178700,mute,4180900
4346100,mute,4347000
4471200,skip,4473600
4919600,mute,4921100
4974000,mute,4975000
5033300,skip,5039500
5048000,skip,5051600
5135500,skip,5145000
5179700,skip,5184100
5227200,mute,5229800
5434600,mute,5435600
