2318800,skip,2333700
4206100,mute,4207400
4333500,mute,4335100
5048100,skip,5051300
5488600,skip,5494000
5511300,skip,5519500
5523900,skip,5528800
5530000,skip,5532000
5741100,mute,5744400
6046700,mute,6048200
6794900,mute,6796400
6882200,mute,6883800
6970000,mute,6971300
7169400,mute,7170500
7734300,mute,7735700
